,Datetime,Text
437,2013-12-19 05:17:27+00:00,Thrown in jail or killed? No. Saying whatever you feel like and not suffering some sort of repercussions? Also no. #realworld #mindfulwords
438,2013-12-11 06:12:26+00:00,Wtf is this twitter jail non-sense? -.- I barely ever retweeted shit.
439,2013-12-09 04:00:39+00:00,“@Eightinchgoat: I'm out of twitter jail! Do I have to register with a PO as a ReTweet offender?” Too funny 
440,2013-12-06 02:20:49+00:00,I will kill you and I don't care if I go to jail. It'll be worth it. Cunt.
441,2013-12-03 01:24:31+00:00,"Facebook is like a jail you sit around, waste time, have a profile picture. Write on walls and get poked by guys you don't really know."
442,2013-12-02 19:14:29+00:00,But I can't and I won't deal with someone who is in and out of jail .. I promised myself ill never be with someone like my dad .
443,2013-11-27 22:15:35+00:00,"@BronyPatriarch thanks y'all 4 your support, well wishes, prayers &amp; luv He's been released from jail, I mean the hospital &amp; is HOME BEHAVING"
444,2013-11-27 22:06:03+00:00,UPDATE @BronyPatriarch is HOME! JAIL BREAK JAIL BREAK JAIL BREAK! Sirens of Family happiness BARKING! EEEYYYAAAYYYNNNEEESSSSSS
445,2013-11-26 04:41:36+00:00,@michellem_76 hahha hold on there's more! I have all these interactions trying to multitask hhaahaay end up in twitter jail lmao
446,2013-11-26 02:04:48+00:00,I've never been to jail but I'm pretty sure it feels a lot like walking into the Logan Safeway alone at night 
447,2013-11-21 00:07:51+00:00,I also planning on checking out. Leadership Spokane tour. (@Spokane County Jail) http://4sq.com/189lBO4
448,2013-11-18 20:10:20+00:00,@GoGetYouOne that tweet being your proof!? Cause everyone knows I'm an angel! Plus my mommy would save me from jail time! 
449,2013-11-16 19:48:27+00:00,Is it against the law to have too much fun? Because we shoulda gone to jail last night! @Downtown… http://instagram.com/p/gyawMmyAEm/
450,2013-11-13 05:01:42+00:00,Bruh RT @GhostwritaMusic: RT @itzDrDunny: When ya uncle just get outta jail and you take him to the mall. 
451,2013-11-13 01:48:15+00:00,@vcortesusmc @Jim_Raue @hitman0321 @2reconb_laxer @marinerecon0317 @RECONMARINE03 @SniperMarine @JSmaby I'm pissedoff that this kid in jail
452,2013-10-27 23:30:36+00:00,"@60Minutes Good for the CIA""Job well Done CIA."" BE CAREFUL 60 minutes will want you to be put in jail for killing our enemy."
453,2013-10-24 19:30:54+00:00,Some lady in my gov class just told everyone that her daughter is in jail..ughhhh ok
454,2013-10-23 22:08:40+00:00,"Woke up within three blocks of a jail, YMCA, REI, and Value village. Weird neighborhood. #spokane"
455,2013-10-20 02:58:11+00:00,EAGS win! Didn't even need overtime........ Griz see you next week jail birds!! #eaglenation
456,2013-10-18 15:39:02+00:00,"""No, no, no! Sabrina is in jail now. She was selling rock and prostituting. She'll be dead by the end of the month."""
457,2013-10-09 21:21:01+00:00,I'd be in jail if I talked about the things I want to do to @ArianaGrande
458,2013-10-06 06:50:02+00:00,@DylansAToolBag or you could not go to jail. That would be cool
459,2013-09-23 01:08:47+00:00,"I love that one second you hate your mom more then anyone, and the next you're saying you will go to jail to keep her outta danger? Huh."
460,2013-09-20 20:28:24+00:00,@ajfromhouston @seanhannity I agree Big Time AJ Her and Clinton should be both in jail. Both are soaked in our own Benghazi blood.
461,2013-09-16 22:16:29+00:00,Wow...... #khalood must have been a warden in another life because her glass house is more like a jail. @DrPhil
462,2013-09-10 06:03:46+00:00,And Alex fresh out of jail jokes tonight will be on point
463,2013-08-23 03:37:42+00:00,Age is just a number and jail is another bed
464,2013-08-17 04:23:51+00:00,"The guy Emm and I helped today, first thing he says ""I just got out of jail"" ... How do we respond to that.."
465,2013-08-11 19:26:54+00:00,Dude said Kevin Hart was only successful cause Katt Williams was in jail. #WildnOut
466,2013-07-16 21:30:45+00:00,"I'M GOING TO SOLVE WORLD HUNGER!! (As terroristic threats can land u in jail, I'm seeing if humanitarian ones can win u Nobel peace prizes)"
467,2013-07-05 07:59:04+00:00,"Tickets, jail, robberies, being maced"
468,2013-07-01 00:01:40+00:00,"@TrevorPBerg maybe I can use it as a ""Get out of jail free"" card, though I hope I never have to use it haha"
469,2013-06-30 00:41:26+00:00,There like talking about there jail experience to each other and talking about drugs #TheyScareMe!
470,2013-06-19 22:56:43+00:00,My boy is outta jail!! Its been 2 long ass years!
471,2013-06-01 23:38:00+00:00,"He said ""when you get out of jail?"" Hahaha"
472,2013-06-01 08:02:22+00:00,This dude just came in & said he did 6 years in jail but he would treat me like a queen. Get your bullshit outta here lmao.
473,2013-05-24 01:16:36+00:00,I fucking hate my dad can he please go back to jail I don't want him in my life.
474,2013-05-22 13:12:19+00:00,I haven't been in Twitter jail yet.
475,2013-05-20 04:29:31+00:00,“@JBskindacrazy: Remember when we thought we all are going to jail for doing this? ” omg i
476,2013-05-17 00:40:57+00:00,@1D_OFG right? My dad was like she's fucking 15 he was like its okay baby I've been to jail before. I was laughing so hard omg
477,2013-05-14 00:08:26+00:00,Jodi arias back in jail after suicide watch. #Arias #murder
478,2013-05-06 03:09:48+00:00,Madia goes to jail #bestone #sofunny
479,2013-04-26 02:38:14+00:00,@anjelika12cyr Do you really think I'd risk going to jail for the rest of my life when I'm not even 18 ? Nope I'm not dumb &amp; the foods gross
480,2013-04-26 02:19:46+00:00,@mackenziewarre1 @anjelika12cyr Can't do NO jail time .
481,2013-04-23 07:04:42+00:00,Haha. What you don't know is my phone is jail broken and those snap chats haha uhmm well....
482,2013-04-17 17:05:34+00:00,MOCK DUI CRASH.... #WSP taking teen driver to jail 
483,2013-04-10 21:10:38+00:00,@fvckxnay He told Kyanna he was going to jail lmfao.
484,2013-04-08 18:05:25+00:00,Putting myself in twitter jail for lunch #bye
485,2013-04-05 10:20:08+00:00,Spokane County Jail Surveillance Video Released From Night Of Christopher Parker's Death - http://bit.ly/10ibtL0 #Spokane #Washington
486,2013-04-05 00:35:23+00:00,@RuggedSavior wrong they can and will hold for 72hrs for an investigation hold. I have been in jail for driving w/a suspended license +
487,2013-03-27 05:17:49+00:00,""" @CrizzlesButtons: BURN YOUR LOCAL JAIL pinback button badge 1.25″ http://crizzlesbuttons.ecrater.com/p/17446384/burn-your-local-jail-pinback?utm_source=Twitter&amp;utm_medium=ProductToools&amp;utm_campaign=ShareCrater #handmadebot... http://like2.it/37xjKl "" #like2"
488,2013-03-16 08:43:31+00:00,My nigga iin jail im faded
489,2013-03-16 08:25:35+00:00,My nigga just went to jail
490,2013-03-11 07:21:57+00:00,Super Jail is incredibly disturbing..
491,2013-03-09 02:32:37+00:00,@Dmartinez92 what happened? Are you in jail?
492,2013-03-02 16:05:44+00:00,Better than jail I guess
493,2013-02-26 01:34:01+00:00,Deceased inmate should have been in hospital not jail - http://bit.ly/15LnCv6 #Spokane #Washington
494,2013-02-11 07:43:09+00:00,Feels like am in jail in this small dorm room. #schoolProblems
495,2013-02-07 08:49:15+00:00,Drinking a ReNEWale (2013) by @NinkasiBrewing @Spokane County Jail — http://untp.it/11rwJSl
496,2013-02-02 05:39:42+00:00,"Ridpath developer Jeffreys orderd held in jail - Fri, 01 Feb 2013 PST - http://bit.ly/11wkaiU #AirwayHeights #Washington"
497,2013-01-21 10:09:14+00:00,Oh hell no now wwwe are deff goin to jail
498,2013-01-21 04:22:22+00:00,"If one more person says something stupid to me at work tonight, I'm gonna need to be bailed out of jail"
499,2013-01-18 18:32:01+00:00,Tony Callihan is back in Spokane County Jail facing murder charges after the Dec 7th death of Michelle Koenen
500,2013-01-12 01:49:17+00:00,Spokane Valley Police: Vehicle Prowler Arrested; Booked Into Jail - http://bit.ly/13oQqHB #SpokaneValley #Washington
501,2013-01-03 01:57:04+00:00,Your in twitter jail so bummed
502,2012-12-22 06:06:59+00:00,@Bethikasworld baby jail
503,2012-12-18 15:51:54+00:00,Checking into jail....welcome!
504,2012-11-16 03:18:19+00:00,@Melissa_GUESS LMFAO!!! We're all going to jail lol
505,2012-11-16 02:41:24+00:00,@Melissa_GUESS Heard about the news :(. Good luck! Jail sucks!
506,2012-11-12 05:29:43+00:00,#ConfessionNight ive been to jail twice...
507,2012-11-06 06:47:13+00:00,"@rhetthumphrey check out @RickyShucks Halloween costume... ""You goin to jail now"" "
508,2012-11-04 19:57:22+00:00,@BMorr86 feels like I'm being released from jail again after 2 years
509,2012-10-26 03:50:51+00:00,Group protesting new jail proposal - http://bit.ly/PuCE3E #MedicalLake #Washington
510,2012-08-30 01:47:45+00:00,What are some good/must-have cracked apps for your jail broken apple product????
511,2012-08-26 10:20:42+00:00,@NaeNaeMinaj831 i would have but the cops would come and im not going to jail on a felony cuz im a hustla so im ridin dirty.
512,2012-08-14 00:43:23+00:00,"My ex boyfriend is in jail because he stole stuff from my parents, I pick winners, righttttt"
513,2012-07-30 22:39:30+00:00,Man accused of aiding deputy gunman attempted suicide in jail - http://bit.ly/MuXutw #Spokane #Washington
514,2012-07-12 04:45:23+00:00,"Suspected brothel owners released from jail - Wed, 11 Jul 2012 PST - http://bit.ly/Mmbt5v #Cheney #Washington"
515,2012-06-24 17:44:15+00:00,"Man accused of helping cop shooter to stay in jail -The Spokesman Review http://yatown.com/news/Spokane-Valley,Spokane,WA/Man-accused-of-helping-cop-shooter-to-stay-in-jail?pb=The+Spokesman+Review&amp;lo=Spokane-Valley%2CSpokane%2CWA&amp;sn=Ruth+is+accused+of+helping+hide+suspected+heroin+trafficker+Charles+Robert+Wallace%2C+41%2C+after+Wallace+left+court-ordered+rehab+in+Spokane+Valley.+He+lied+to+drug+detectives+..&amp;vi=y&amp;ti=Man+accused+of+helping+cop+shooter+to+stay+in+jail&amp;xu=http%3A%2F%2Fwww.spokesman.com%2Fstories%2F2012%2Fjun%2F22%2Fman-accused-helping-cop-shooter-stay-jail%2F&amp;im=http%3A%2F%2Fmedia.spokesman.com%2Fphotos%2F2012%2F06%2F21%2F21_shooting_northway_1.jpg&amp;src=tw #SpokaneValley #WA"
516,2012-06-19 22:53:21+00:00,Judge orders ex-Shock player Kevin Ellison to stay in jail without bail on arson charge. He says he's Jesus Christ. #Spokane
517,2012-06-07 19:28:22+00:00,Visiting with my aunt. (@Spokane County Jail) http://4sq.com/NkIykW
518,2012-06-05 20:57:53+00:00,what's up Spokane #pnw @Spokane County Jail http://instagr.am/p/LgaOrQpP2u/
519,2012-06-04 07:03:33+00:00,@punk_resist get any worse and see anyone in jail or anything. Next time you talk to them... take your cell. It's against the law for them..
520,2012-05-17 19:24:50+00:00,@austinseekins12 he in jail but no one knows why
521,2012-05-17 19:21:41+00:00,@SimpleLife45 is webbie in jail
522,2012-05-17 19:19:39+00:00,@iTweetBullPoop bro is webbie in jail
523,2012-05-17 19:15:09+00:00,Webbie is in jail ?
524,2012-05-07 15:54:45+00:00,@ESPN_FirstTake Stephen A. There's a difference between jail and prison.
525,2012-04-16 17:42:23+00:00,Murderer with 60 arrests back in jail http://yatown.com/post/403f76f4c556412d834b60fa9212239e?src=tw Most read by neighbors in #Hayford #Spokane
526,2012-04-16 17:39:27+00:00,"Murderer with 60 arrests back in jail -The Spokesman Review (blog) http://yatown.com/news/Hayford,Spokane,WA/Murderer-with-60-arrests-back-in-jail?pb=The+Spokesman+Review+%28blog%29&amp;lo=Hayford%2CSpokane%2CWA&amp;sn=Nicholas+Adam+Limpert%2C+now+26%2C+is+jailed+on+an+unusually+high+bond+of+%24250000+for+two+counts+of+residential+burglary+after+Spokane+police+arrested+last+week+him+and+two+other+suspe..&amp;vi=y&amp;ti=Murderer+with+60%2B+arrests+back+in+jail&amp;xu=http%3A%2F%2Fwww.spokesman.com%2Fblogs%2Fsirens%2F2012%2Fapr%2F16%2Fmurderer-60-arrests-back-jail%2F&amp;im=http%3A%2F%2Fmedia.spokesman.com%2Fphotos%2F2012%2F04%2F15%2Flimpert.jpg&amp;src=tw #Hayford #Spokane #WA"
527,2012-04-15 16:15:53+00:00,My homie went to jail for making unnecessary noises. #Comedy
528,2012-04-05 10:01:12+00:00,Immigration agents checking Spokane jail fingerprints http://bit.ly/HZlCp4
529,2012-03-22 14:36:00+00:00,Once again we are forced to examine ourselves as people and ask why isn't trayvons killer in jail
530,2012-03-05 03:01:36+00:00,"Teen arrested hours after leaving jail -The Spokesman Review (blog) http://yatown.com/news/Yardley,Spokane,WA/Teen-arrested-hours-after-leaving-jail?pb=The+Spokesman+Review+%28blog%29&amp;lo=Yardley%2CSpokane%2CWA&amp;sn=An+18-year-old+man+allowed+to+leave+the+Spokane+County+Jail+after+an+arrest+for+burglary+this+week+made+good+on+his+promise+to+return+to+court+-+but+not+in+the+right+way.....&amp;vi=y&amp;ti=Teen+arrested+hours+after+leaving+jail&amp;xu=http%3A%2F%2Fwww.spokesman.com%2Fblogs%2Fsirens%2F2012%2Fmar%2F03%2Fteen-arrested-hours-after-leaving-jail%2F&amp;src=tw #Yardley #Spokane #WA"
531,2012-03-05 02:36:59+00:00,Teen arrested hours after leaving jail http://yatown.com/post/0d07ec9ea6c841d189e7b25790ba9c61?src=tw Most read by neighbors in #Opportunity #Spokane
532,2012-03-05 02:34:41+00:00,"Teen arrested hours after leaving jail -The Spokesman Review (blog) http://yatown.com/news/Spokane-Valley,WA/Teen-arrested-hours-after-leaving-jail?pb=The+Spokesman+Review+%28blog%29&amp;lo=Spokane-Valley%2CWA&amp;sn=An+18-year-old+man+allowed+to+leave+the+Spokane+County+Jail+after+an+arrest+for+burglary+this+week+made+good+on+his+promise+to+return+to+court+-+but+not+in+the+right+way...&amp;vi=y&amp;ti=Teen+arrested+hours+after+leaving+jail&amp;xu=http%3A%2F%2Fwww.spokesman.com%2Fblogs%2Fsirens%2F2012%2Fmar%2F03%2Fteen-arrested-hours-after-leaving-jail%2F&amp;src=tw #SpokaneValley #WA"
533,2012-03-04 02:39:59+00:00,Teen arrested hours after leaving jail http://yatown.com/post/c3057c4c04ff4a56b88cf0bf0b12602b?src=tw Most read by neighbors in #Opportunity #Spokane
534,2012-03-04 02:38:07+00:00,"Teen arrested hours after leaving jail -The Spokesman Review (blog) http://yatown.com/news/Spokane-Valley,WA/Teen-arrested-hours-after-leaving-jail?pb=The+Spokesman+Review+%28blog%29&amp;lo=Spokane-Valley%2CWA&amp;sn=An+18-year-old+man+allowed+to+leave+the+Spokane+County+Jail+after+an+arrest+for+burglary+this+week+made+good+on+his+promise+to+return+to+court+-+but+not+in+the+right+way...&amp;vi=y&amp;ti=Teen+arrested+hours+after+leaving+jail&amp;xu=http%3A%2F%2Fwww.spokesman.com%2Fblogs%2Fsirens%2F2012%2Fmar%2F03%2Fteen-arrested-hours-after-leaving-jail%2F&amp;src=tw #SpokaneValley #WA"
535,2012-02-27 05:18:56+00:00,&considering that I have a show tomorrow and we just started this tour; I don't have time 2go jail. *@_kosher voice* IM TOO GROWN for this!
536,2012-02-22 17:45:11+00:00,"Escaped Geiger Inmate Found, Back In Jail - http://bit.ly/yiQmLB #AirwayHeights #Washington"
537,2011-12-30 08:19:27+00:00,I wanna be in twitter jail for tweeting to much
538,2011-12-29 22:06:06+00:00,@arronV_91 have you been to twitter jail for tweeting so much!
539,2011-12-20 16:16:07+00:00,Scanning the list of places nearby in Foursquare.. Does anyone check into the Jail? #sorrymom (@KXLY Broadcast Group) http://4sq.com/sleFlw
540,2011-12-17 08:30:47+00:00,Ex-tribal jail deputy acquitted of rape http://bit.ly/uC5zS2 via http://outside.in/99208
541,2011-12-17 08:30:47+00:00,Ex-tribal jail deputy acquitted of rape http://bit.ly/uh7Yyh via http://outside.in/99224
542,2011-12-17 08:30:47+00:00,Ex-tribal jail deputy acquitted of rape http://bit.ly/uKj6wN via http://outside.in/99217
543,2011-12-06 15:03:38+00:00,Spokane may jail prisoners in Benton County - http://bit.ly/w1fSKZ #Prosser #Washington
544,2011-11-28 04:48:25+00:00,Playing monopoly with my brother sister in law and niece. She got excited about going to jail and that she had to pay her mommie money!!!!
545,2011-11-11 05:58:08+00:00,Judge Rules 2007 Spokane Murder Suspect To Stay in Jail - http://bit.ly/rLktzM #Spokane #Washington
546,2011-11-08 02:03:12+00:00,“@katieutehs: Judge concludes that #karlthompson will be released until sentencing.” if it was a citizen we would all be in jail!
547,2011-11-07 14:37:07+00:00,"Michael Jackson's doctor is going to jail probably. Because if he hadn't done what he did, Mike could have touched SO many more children."
548,2011-11-06 17:26:35+00:00,"Philippians...a church born among devils, earthquakes and midnight jail house ministry and a letter penned from jail http://4sq.com/vDaect"
549,2011-10-04 17:09:37+00:00,@kstrat9 Lol yeah true that! Too bad 3 years in jail doesn't give Knox the privilege to actually kill someone #caseyimcoming!!
550,2011-09-11 17:09:22+00:00,Murder Suspect Found Dead In Spokane County Jail - http://bit.ly/r1UnRd #Spokane #Washington
551,2011-09-01 23:11:32+00:00,Lol RT @RossTuckerNFL: Bengals RB Cedric Benson won't play tonight. He's in jail. That's a new one.
552,2011-08-05 22:18:30+00:00,@BaseJumpFly wth. Is twitter jail?
553,2011-08-04 19:50:26+00:00,"Valley drug raids land several in jail August 4, 2011 8 - http://bit.ly/o0IUIT #SpokaneValley #Washington"
554,2011-07-18 06:47:56+00:00,"Casey Anthony freed from jail, slips from view - http://bit.ly/olxxCb #Spokane #Washington"
555,2011-06-17 13:28:07+00:00,Cheney City Council considers jail options - http://bit.ly/jCw0dO #Cheney #Washington
556,2011-06-08 10:42:04+00:00,"Former deputy accused of raping inmate at Spokane Indian Reservation jail - Wed, 08 Jun 201 http://bit.ly/l4veT7 via http://outside.in/99224"
557,2011-06-08 10:16:46+00:00,"Former deputy accused of raping inmate at Spokane Indian Reservation jail - Wed, 08 Jun 201 http://bit.ly/j7Az3n via http://outside.in/99217"
558,2011-06-08 10:16:46+00:00,"Former deputy accused of raping inmate at Spokane Indian Reservation jail - Wed, 08 Jun 201 http://bit.ly/iSCFqI via http://outside.in/99208"
559,2011-05-13 10:13:20+00:00,Prisoner Suspected Of Assisting Jail Suicide http://bit.ly/lgb0to via http://outside.in/99217
560,2011-05-13 10:13:19+00:00,Prisoner Suspected Of Assisting Jail Suicide http://bit.ly/lB3i42 via http://outside.in/99208
561,2011-03-30 20:48:47+00:00,MORNING HEADLINES: Your old jail will have to do http://bit.ly/eFCMq4 via http://outside.in/99224
562,2011-03-30 20:48:46+00:00,MORNING HEADLINES: Your old jail will have to do http://bit.ly/dVzWXg via http://outside.in/99217
563,2011-03-30 20:48:43+00:00,MORNING HEADLINES: Your old jail will have to do http://bit.ly/h3hJPV via http://outside.in/99208
564,2011-03-30 01:24:59+00:00,Spokane County won't put jail vote on the ballot this year. County commissioners looking into ways to save $. Vote delayed until 2012.
565,2011-03-25 14:15:09+00:00,Public testimony pushes back on county jail land use amendment - http://bit.ly/gbaAcQ #MedicalLake #Washington
566,2011-03-18 15:44:17+00:00,"County jail site opposed at hearing - Fri, 18 Mar 2011 PST http://bit.ly/ikl1eX via http://outside.in/99224"
567,2011-03-18 15:44:17+00:00,"County jail site opposed at hearing - Fri, 18 Mar 2011 PST http://bit.ly/dKLFeZ via http://outside.in/99217"
568,2011-03-18 15:44:15+00:00,"County jail site opposed at hearing - Fri, 18 Mar 2011 PST http://bit.ly/i7Dlcc via http://outside.in/99208"
569,2011-03-02 11:17:26+00:00,"Jail changes postcard-only rules - Wed, 02 Mar 2011 PST http://bit.ly/eNp9GE via http://outside.in/99224"
570,2011-03-02 11:17:25+00:00,"Jail changes postcard-only rules - Wed, 02 Mar 2011 PST http://bit.ly/hQRNSf via http://outside.in/99217"
571,2011-03-02 11:17:25+00:00,"Jail changes postcard-only rules - Wed, 02 Mar 2011 PST http://bit.ly/eiznPd via http://outside.in/99208"
572,2011-02-23 01:23:01+00:00,Jail at critical status. Overcrowding at the Spokane County Jail forcing Sheriff's Office to book and immediately release some inmates.
573,2011-02-22 23:42:58+00:00,Spokane County Jail overflowing with inmates - http://bit.ly/i7Zwz3 #Spokane #Washington
574,2011-02-18 05:52:57+00:00,Short chase ends with flipped SUV and car thief in jail - http://bit.ly/fAldLs #Spokane #Washington
575,2011-02-16 18:13:36+00:00,Whitman jail is temporary home for career criminal - http://bit.ly/g3YkEj #Colfax #Washington
576,2011-02-11 12:46:07+00:00,Jail project costs cut to $199 million http://bit.ly/hzCOtV via http://outside.in/99217
577,2011-02-11 12:46:07+00:00,Jail project costs cut to $199 million http://bit.ly/hOH9Pt via http://outside.in/99224
578,2011-02-11 12:46:05+00:00,Jail project costs cut to $199 million http://bit.ly/exahjE via http://outside.in/99208
579,2011-02-10 18:53:16+00:00,"Road rage incident lands one man in jail, the other in the hospital http://bit.ly/er52k8 via http://outside.in/99202"
580,2011-02-10 18:53:11+00:00,"Driver in crash near GU released from jail - Mon, 07 Feb 2011 PST http://bit.ly/etW04S via http://outside.in/99202"
581,2011-01-21 20:12:27+00:00,Man who killed cellmate returns to jail http://bit.ly/fnw6aH via http://outside.in/99224
582,2011-01-21 20:12:26+00:00,Man who killed cellmate returns to jail http://bit.ly/gxcnqK via http://outside.in/99217
583,2011-01-21 20:12:25+00:00,Man who killed cellmate returns to jail http://bit.ly/eSgvPh via http://outside.in/99208
584,2010-12-31 15:09:08+00:00,"Sled crash that hurts 2 kids lands Spokane dad in jail - Thu, 30 Dec 2010 PST http://bit.ly/eaJVEJ via http://outside.in/99217"
585,2010-12-31 15:09:07+00:00,"Sled crash that hurts 2 kids lands Spokane dad in jail - Thu, 30 Dec 2010 PST http://bit.ly/hSiuiW via http://outside.in/99224"
586,2010-12-31 15:09:07+00:00,"Sled crash that hurts 2 kids lands Spokane dad in jail - Thu, 30 Dec 2010 PST http://bit.ly/g3CEdW via http://outside.in/99208"
587,2010-12-20 04:09:33+00:00,@TheAmyBrenneman Your performance on Private Practice where your character yells at her attacker in the jail visiting room was spectacular.
588,2010-11-24 09:59:50+00:00,Jail escapee arrested in north Spokane http://bit.ly/dJIAAG via http://outside.in/99207
589,2010-11-22 09:58:28+00:00,Inmate Escapes From Work Release Detail At The Whitman County Jail http://bit.ly/blcCg2 via http://outside.in/99207
590,2010-11-04 06:56:25+00:00,Elevators at Spokane County Jail routinely break down http://bit.ly/axeMFl
591,2010-11-02 13:29:02+00:00,So lil Wayne is also dropping #thecarter4 or #C4 when he gets out of jail.
592,2010-10-29 08:54:09+00:00,Elevators at Spokane County Jail routinely break down http://bit.ly/buUOEo via http://outside.in/99224
593,2010-10-29 08:54:08+00:00,Elevators at Spokane County Jail routinely break down http://bit.ly/aKsGwQ via http://outside.in/99217
594,2010-10-22 19:27:20+00:00,Spokane County jail inmate claims he was tortured - http://bit.ly/cYYTod #SpokaneValley #Washington
595,2010-10-22 09:52:12+00:00,"Jail inmate claims he was tortured - Fri, 22 Oct 2010 PST http://bit.ly/bjfcev via http://outside.in/99224"
596,2010-10-22 09:52:12+00:00,"Jail inmate claims he was tortured - Fri, 22 Oct 2010 PST http://bit.ly/9UYpAk via http://outside.in/99208"
597,2010-10-21 08:57:04+00:00,Wife of murder-for-hire suspect Steele allowed jail visits http://bit.ly/aFmnYp via http://outside.in/99217
598,2010-10-20 08:58:34+00:00,Wife of murder-for-hire suspect Steele allowed jail visits http://bit.ly/9a31tE via http://outside.in/99224
599,2010-10-20 08:57:38+00:00,Wife of murder-for-hire suspect Steele allowed jail visits http://bit.ly/9RVj4y via http://outside.in/99208
600,2010-10-02 02:25:04+00:00,@QueenToMyKing This guy will use you til you have nothing and are in jail. http://yfrog.com/mg7p6hj
601,2010-09-22 08:55:11+00:00,Toxicology tests pending on inmate found dead in Spokane Co. Jail http://bit.ly/9uyect via http://outside.in/99224
602,2010-09-18 08:53:18+00:00,County Jail restricts inmate mail to postcards http://bit.ly/a6mO9m via http://outside.in/99224
603,2010-09-18 08:52:52+00:00,County Jail restricts inmate mail to postcards http://bit.ly/dzrR8u via http://outside.in/99217
604,2010-09-18 08:52:52+00:00,County Jail restricts inmate mail to postcards http://bit.ly/cTDwhP via http://outside.in/99208
